GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,KIR,Kiribati,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,KIR,Kiribati,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,56
COUNTRIES,KIR,Kiribati,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KIR,Kiribati,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,72
COUNTRIES,KIR,Kiribati,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KIR,Kiribati,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KIR,Kiribati,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,KIR,Kiribati,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KIR,Kiribati,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,76
COUNTRIES,KIR,Kiribati,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
COUNTRIES,KIR,Kiribati,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,22933,20088,87.59
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,24020,22514,93.73
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,23421,19841,84.71
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,25563,23547,92.11
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,23468,21556,91.85
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,23468,21556,91.85
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,87.59
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93.73
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,91.85
COUNTRIES,XKX,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,91.85
COUNTRIES,KWT,Kuwait,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,49756,46579,94
COUNTRIES,KWT,Kuwait,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,52745,52029,99
COUNTRIES,KWT,Kuwait,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,53220,50052,94
COUNTRIES,KWT,Kuwait,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,56981,54123,94
COUNTRIES,KWT,Kuwait,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,56981,56166,98
COUNTRIES,KWT,Kuwait,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,57695,61837,99
COUNTRIES,KWT,Kuwait,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,57695,59512,99
COUNTRIES,KWT,Kuwait,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,58303,58848,99
COUNTRIES,KWT,Kuwait,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,64924,64057,98.7
COUNTRIES,KWT,Kuwait,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,65524,62597,95.5
COUNTRIES,KWT,Kuwait,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,65692,61227,93.2
COUNTRIES,KWT,Kuwait,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,68116.53961,63650,93.44
COUNTRIES,KWT,Kuwait,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,66033.46818,60187,91.15
COUNTRIES,KWT,Kuwait,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,58562,58457,99.82
COUNTRIES,KWT,Kuwait,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,57748,64339,99
COUNTRIES,KWT,Kuwait,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,56737,65738,99
COUNTRIES,KWT,Kuwait,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,57748,57816,99
COUNTRIES,KWT,Kuwait,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,55127,60912,99
COUNTRIES,KWT,Kuwait,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,56737,58132,99
COUNTRIES,KWT,Kuwait,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,56667,55800,98.47
COUNTRIES,KWT,Kuwait,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,55127,55784,99
COUNTRIES,KWT,Kuwait,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,99
COUNTRIES,KWT,Kuwait,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,93.5
COUNTRIES,KWT,Kuwait,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,86.2
COUNTRIES,KWT,Kuwait,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,99
COUNTRIES,KWT,Kuwait,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,90.4
COUNTRIES,KWT,Kuwait,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,99
COUNTRIES,KWT,Kuwait,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,99
COUNTRIES,KWT,Kuwait,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,95.5
COUNTRIES,KWT,Kuwait,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,40906,44799,99
COUNTRIES,KWT,Kuwait,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,41441,31900,77
COUNTRIES,KWT,Kuwait,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,KWT,Kuwait,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,40681,40193,98.8
COUNTRIES,KWT,Kuwait,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
COUNTRIES,KWT,Kuwait,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94
COUNTRIES,KWT,Kuwait,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
COUNTRIES,KWT,Kuwait,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,KWT,Kuwait,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.7
COUNTRIES,KWT,Kuwait,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.2
COUNTRIES,KWT,Kuwait,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.5
COUNTRIES,KWT,Kuwait,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,86.4
COUNTRIES,KWT,Kuwait,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94.25
COUNTRIES,KWT,Kuwait,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
COUNTRIES,KWT,Kuwait,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,KWT,Kuwait,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,110
COUNTRIES,KWT,Kuwait,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
COUNTRIES,KWT,Kuwait,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.8
COUNTRIES,KWT,Kuwait,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,KWT,Kuwait,2022,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2022,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2021,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2021,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
COUNTRIES,KWT,Kuwait,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,KWT,Kuwait,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,KWT,Kuwait,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
COUNTRIES,KWT,Kuwait,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,KWT,Kuwait,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,86
COUNTRIES,KWT,Kuwait,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,KWT,Kuwait,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,KWT,Kuwait,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,86
COUNTRIES,KWT,Kuwait,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
COUNTRIES,KWT,Kuwait,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
COUNTRIES,KWT,Kuwait,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,77
COUNTRIES,KWT,Kuwait,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,KWT,Kuwait,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KWT,Kuwait,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KWT,Kuwait,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,KWT,Kuwait,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KWT,Kuwait,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,KWT,Kuwait,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KWT,Kuwait,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,KWT,Kuwait,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,KGZ,Kyrgyzstan,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,149208,141049,94.53
COUNTRIES,KGZ,Kyrgyzstan,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,144783,136745,94.45
COUNTRIES,KGZ,Kyrgyzstan,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,149768,145193,96.95
COUNTRIES,KGZ,Kyrgyzstan,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,151927,141867,93.38
COUNTRIES,KGZ,Kyrgyzstan,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,154116,141333,91.71
COUNTRIES,KGZ,Kyrgyzstan,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,149084,137982,92.55
COUNTRIES,KGZ,Kyrgyzstan,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,143324,141161,98.5
COUNTRIES,KGZ,Kyrgyzstan,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,149243,143428,96.1
COUNTRIES,KGZ,Kyrgyzstan,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,152112,146399,96.2
COUNTRIES,KGZ,Kyrgyzstan,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,144730,138957,96
COUNTRIES,KGZ,Kyrgyzstan,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,142662,136596,95.7
COUNTRIES,KGZ,Kyrgyzstan,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,155267,147092,94.7
COUNTRIES,KGZ,Kyrgyzstan,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,132396,129143,97.5
COUNTRIES,KGZ,Kyrgyzstan,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,KGZ,Kyrgyzstan,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,128681,123094,95.6
COUNTRIES,KGZ,Kyrgyzstan,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,148250,146905,99
COUNTRIES,KGZ,Kyrgyzstan,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,145539,139125,95.6
COUNTRIES,KGZ,Kyrgyzstan,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,121577,117788,96.8
COUNTRIES,KGZ,Kyrgyzstan,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,139216,137359,98.6
COUNTRIES,KGZ,Kyrgyzstan,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,113259,110194,97.3
COUNTRIES,KGZ,Kyrgyzstan,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,105630,103992,98.4
COUNTRIES,KGZ,Kyrgyzstan,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,138757,135501,98
COUNTRIES,KGZ,Kyrgyzstan,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,128543,124973,97.2
COUNTRIES,KGZ,Kyrgyzstan,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,103370,101434,98.1
COUNTRIES,KGZ,Kyrgyzstan,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,98608,96127,97.7
COUNTRIES,KGZ,Kyrgyzstan,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,117625,116312,98.8
COUNTRIES,KGZ,Kyrgyzstan,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,111255,110097,98.9
COUNTRIES,KGZ,Kyrgyzstan,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,95587,94184,98.5
COUNTRIES,KGZ,Kyrgyzstan,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,103280,102353,99
COUNTRIES,KGZ,Kyrgyzstan,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,92126,89146,96.7
COUNTRIES,KGZ,Kyrgyzstan,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,94638,89900,95
COUNTRIES,KGZ,Kyrgyzstan,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,102133,100961,99
COUNTRIES,KGZ,Kyrgyzstan,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,97250,94706,97
COUNTRIES,KGZ,Kyrgyzstan,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,94067,91645,97.4
COUNTRIES,KGZ,Kyrgyzstan,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,95133,93191,98
COUNTRIES,KGZ,Kyrgyzstan,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,93398,92352,98.9
COUNTRIES,KGZ,Kyrgyzstan,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,96692,94935,98.1
COUNTRIES,KGZ,Kyrgyzstan,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,90259,89676,99.3
COUNTRIES,KGZ,Kyrgyzstan,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,89965,89754,99.7
COUNTRIES,KGZ,Kyrgyzstan,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,102189,100432,98.2
COUNTRIES,KGZ,Kyrgyzstan,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,105583,103100,97.6
COUNTRIES,KGZ,Kyrgyzstan,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,90969,89064,98
COUNTRIES,KGZ,Kyrgyzstan,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,108014,106500,98.5
COUNTRIES,KGZ,Kyrgyzstan,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,94743,93755,98.9
COUNTRIES,KGZ,Kyrgyzstan,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,98010,95949,97.8
COUNTRIES,KGZ,Kyrgyzstan,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,106711,102330,95.8
COUNTRIES,KGZ,Kyrgyzstan,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94.45
COUNTRIES,KGZ,Kyrgyzstan,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.53
